shortcode,media,caption,comments,likes,username
B2PK6hLAFSK,https://instagram.fclj2-1.fna.fbcdn.net/vp/5187b1c235fe126f5b8b8018fb561737/5E0745B1/t51.2885-15/e35/s1080x1080/69491607_156207498796720_6033020519582336956_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=104,"Cucumber 🥒 gin cocktail!-
-
#foodphotography #instafood #foodstagram #nomnom #imbibe #cocktail #gin #beveragephotography #mediumformat #composite #photoshop #broncolor #scoro #hasselblad #h6d #beverageporn #foodie",0,229,stevehansenimages
B2PVSECi5kS,https://instagram.fclj2-1.fna.fbcdn.net/vp/feef3bfd2bc75fa2332d4e2a2b2a8f33/5E3CC802/t51.2885-15/e35/p1080x1080/69312746_127434528599995_515071157361580844_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=1,"‪This Friday I will join the school strike for climate in Washington D.C.‬
‪See you outside The White House at 11-2pm!‬
#fridaysforfuture #climatestrike #schoolstrike4climate",3594,446415,gretathunberg
B2PYUsIj_PX,https://instagram.fclj2-1.fna.fbcdn.net/vp/f77d37a60b24401594ad9c851f475f3e/5E053E5D/t51.2885-15/e35/p1080x1080/67402568_3004944489546646_845334945547390652_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=110,"New on the blog — 21 packable vegan lunches for school or work! 🌟 Whatever your midday meal needs, we’ve got you covered with sandwiches, wraps, salads, bowls, and more 🥪🥗🌯 All of the meals can be made day-of OR prepped in advance and are made from simple, easy-to-find ingredients 👌🏼👌🏼👌🏼⁣
⁣
Tap the link in my bio to get the full recipes 🥰 #FromMyBowl⁣
⁣
https://frommybowl.com/packable-vegan-lunches/",78,5822,frommybowl
B2PegEclykA,https://instagram.fclj2-1.fna.fbcdn.net/vp/8ed9223fdf80065f080de3a6ebeadfe1/5E3CAA8F/t51.2885-15/e35/p1080x1080/68852839_524224108385834_4663576074307864853_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=102,"just two little kids in love. i can’t wait to chase sunrises forever with you @inspire_people!! anyone else feel like you turn into a five year old when you’re with the one you love? because we 1000% do. i’m staying in maui solo a few extra days to write my wedding vows and i’m filled with all the feelings and excitement jitters 🙈 tell me your love stories below to get me in the headspace... i love love!!
📷 photo by the incredible @cadencia, who you must shoot with if you’re on maui. 😘 #soulonfire #jonathangetsyounger #53days #ahhh",148,4366,thebalancedblonde
B2Pq1jsl1g6,https://instagram.fclj2-1.fna.fbcdn.net/vp/904ea024c1a5c5da7aa4d334606e0acd/5D8486EA/t51.2885-15/sh0.08/e35/s640x640/69346972_176244643416089_6144116975794001413_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=105,"Burger Night! Beautiful @pomiusa Beef & Chorizo Burgers with Gorgonzola, Caramelized Onions, & Tomato Burger Sauce. A serious flavour explosion!! Yes please and thank you! The crew is guaranteed to love these. Recipe Link in Profile. Happy Tuesday friends! #pomitomatoes #cookingwithpomi",0,4194,dennistheprescott
B2PylqWhltT,https://instagram.fclj2-1.fna.fbcdn.net/vp/2b96e2e65fa7e00eb52db894074b1308/5DFB041F/t51.2885-15/e35/p1080x1080/68723707_2361831233901292_4586410561600470714_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=104,"Make your own TAKEOUT with General Tso's Tofu Stir Fry🥡🥢! Seriously COMFORTING, this restaurant-quality dish is ready in just 30 minutes🤯. Sweet and savory flavors get a kick of HEAT from dried red chili peppers🔥🌶 . Served alongside veggies and rice, this Asian-inspired meal will be a new household FAVORITE🍚🥦. Get the recipe LINK in our bio! #plantbased #stirfry #generaltso #tofu",303,22544,minimalistbaker
B2QA-csAmQd,https://instagram.fclj2-1.fna.fbcdn.net/vp/f93491bbab44d0c68c5d3b9e8f2fe494/5E38D32D/t51.2885-15/e35/p1080x1080/68761811_190377365297725_165521729081786952_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=101,A big bowl of a sugar sweet farmers market watermelon + fresh passionfruit for ya to enjoy through your screeen 😍 Have you ever had this combo before? It’s my fave summer snack when I can get my hands on some passionfruit 🍉 It’s also great blended up as a juice drink or a base for a cocktail! #sweetsimplevegan #passionfruit #watermelon,0,2299,sweetsimplevegan
B2QoO_4HdJh,https://instagram.fclj2-1.fna.fbcdn.net/vp/ea76344687c5e88257cbd3ba88c4fb72/5E3B893A/t51.2885-15/e35/68831333_1277164892485845_7836577116496039793_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=109,"Coffee and cake for breakfast @jacobtheangellondon in Neal's Yard, London! 😋 What is your favourite breakfast food? Tell us in the comments! #igbrunchclub #igbrunchclubrecommends 📸 by @mondomulia",8,227,igbrunchclub
B2R34oSB_qQ,https://instagram.fclj2-1.fna.fbcdn.net/vp/5fd05ac6ec1116ab873fc705dc53dda0/5E3BA82E/t51.2885-15/e35/p1080x1080/68937052_373246950234133_4793208928493679981_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=101,"I’m dyslexic. I don’t think I’ve mentioned that online simply because it’s normal to me so not something I actively think about all too often.

Having dyslexia means I process information differently. Growing up and going to schools that teach in a way that don’t match my learning style was challenging and I often felt less intelligent than other students. I gravitated towards the subjects I was naturally gifted at like art, creative writing, photography, psychology and critical thinking. Maths and chemistry felt like foreign languages that got me tongue-tied. It wasn’t until I understood dyslexia that it all made sense and I discovered better habits to support me in learning in ways that suit my processing system through an environment not designed for people like me with minds like mine.

Now that I’m self-employed I have control over how I schedule my day, complete my work and learn new skills. And over the years I’ve honed the best practices that work for my learning and working style (which happens to be visual and kinaesthetic, like a lot of people with dyslexia). So I take notes. Lots of notes. On my phone, in journals, on my chalk board... if I can’t see it it didn’t happen. I easily forget information unless I have a visual reminder so taking notes is vital. I also keep a bullet journal (you may have seen my flip-through on my YouTube channel) that allows me to oversee my day, week, month and year and keep track of my life. It’s perfect for me as I can customise it to suit my exact needs and change it up when I need to.

My creative journals are also important logs. I often feel stifled without an outlet or overwhelmed without a way to let out my creative fire. Creativity is one of my dyslexic superpowers that helps uplift all other aspects of my life and bring in a new perspective when working with others.

Being uneducated about dyslexia created a hard, confusing and self-punishing environment. Now knowing my Self a little better (a lot better) I’m connected with my inner world and can dive deep into self-love, acknowledgment, gratitude, empowerment and share my gifted dyslexic Self with the world.",40,800,blueollis
B2R8IQYnkLi,https://instagram.fclj2-1.fna.fbcdn.net/vp/5ee675b896935e1583d1de904c06be20/5E1DB431/t51.2885-15/e35/p1080x1080/67913519_172604343896568_4688293789410457533_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=100,"YAY @vaute_nyc #VEGAN COATS ARE HERE!!!!⛈⚡️☔️ (um, how cute is this Storm Blue color??) pretty pls say no to down (live-plucked geese😭) pre-order link in stories!✨💜
⁣⁣⁣
📸 by #vegan photographer @a2m ⁣⁣⁣
💇🏻‍♀️ by #vegan hair stylist @louis⁣⁣⁣
💄 by #vegan makeup artist @brianduprey⁣⁣⁣",72,2107,chefchloe
B2RYesijNwr,https://instagram.fclj2-1.fna.fbcdn.net/vp/943107c3d466a1de7279ccc74b3a8927/5DFBE21F/t51.2885-15/e35/p1080x1080/69646999_126650162011131_8204649551748192741_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=103,"Would love this 🥰 Can’t beat a veggie rainbow bowl! So into potatoes every which way at the moment - here they’re tossed with lots of olive oil, lemon, capers, salt and fresh herbs so they’re really fresh and a little tangy, with our baba ganoush (on the app), sun-dried tomatoes and fresh rocket 🌱🙏🏼",208,19084,deliciouslyella
B2RjXccgrlU,https://instagram.fclj2-1.fna.fbcdn.net/vp/1e675347c0cd2fdba99d6375d5f4e31c/5D8448DE/t51.2885-15/sh0.08/e35/c0.925.3333.3333a/s640x640/70442949_2348323055421992_4985320688852918304_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=108,"Frosting a vanilla cake with pink butter cream and decorating it with the crushed meringue & marshmallows 🌸🌸 Music: Mornings
Musician: Jef",251,4230,shivesh17
B2RmHuhnvoM,https://instagram.fclj2-1.fna.fbcdn.net/vp/e572662dc46cb769fba751efeabc9883/5DF8F558/t51.2885-15/e35/s1080x1080/67972865_506551876578765_8579345940040956038_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=109,"Low impact grocery haul (and food prep) I’ve realised my feed has become mostly my face and that’s far from what I started my feed out like. The algorithm is a funny thing and I’m so over trying to take the perfect picture so people will like it so my message will spread further - so I’m reverting to my old style posts today - simple content on what I managed to achieve this week on my low impact journey. I managed to get all my groceries unpackaged except for a few stickers and one can, and I prepped some delicious dill pickles and other such delicious things too! Video going live in 10 if you’re interested 🌸🌿💦",15,2355,sustainably_vegan
B2RoGmeAapI,https://instagram.fclj2-1.fna.fbcdn.net/vp/3d339c6939b91e2e36bfbb54b5016bb0/5E0BD125/t51.2885-15/e35/p1080x1080/67913726_126932031984474_2376363898297696983_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=106,"Bread salad!
-
#foodphotography #instafood #foodstagram #nomnom #salad #foodie #foodporn #foodstyling #artdirection #advertising #productphotography #mediumformat #broncolor #hasselblad",4,407,stevehansenimages
B2RocooAXRK,https://instagram.fclj2-1.fna.fbcdn.net/vp/ac7c227902b87d7540da76ecb4c79623/5D84464A/t51.2885-15/sh0.08/e35/s640x640/68965964_491283561653064_2659568856412350139_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=100,"Ever wondered how to make COCONUT WHIPPED CREAM🤔? The struggle can be real, but we’re showing you our foolproof methods for PERFECT coconut whip every time😋! We share tips, tricks, and detail exactly what coconut cream brands will set you up for success🥥🥛. Read our STEP-BY-STEP methods via the LINK in our bio! #howto #whippedcream #plantbased #dessert⁠⠀
⁠⠀",173,8230,minimalistbaker
B2RzVWmg2GF,https://instagram.fclj2-1.fna.fbcdn.net/vp/8ae8da841659c84e7d6c74b84ed8e409/5E180638/t51.2885-15/e35/p1080x1080/69880201_900254720329999_2620139331443810240_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=107,"Those summer days! 🦶🏼🍉💦 Does it feel like it’s summer over in your slice of the world?! What temp is it today? It’s temperature blazing hot in HAWAii💦 Haha! So our lives are smoothies and melons on repeat! But going into fall, and wanting to start sharing more MEAL ReCiPeS! What’s YOUR FavORITE meal!!?! I wanna make it!! Or do you want more smoothies and refreshing stuff?!🍠🥬🥒🍒🍌🍉🍇🍈🥥💦",305,38582,earthyandy
B2SE530AqxH,https://instagram.fclj2-1.fna.fbcdn.net/vp/4d76511ab38477704962ba62bd909ea5/5E3DE891/t51.2885-15/e35/p1080x1080/69554209_2955845304442412_3819149101118304443_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=108,"your energy introduces you before you even speak. 💁🏼‍♀️
lately i’ve been doing the reprogramming work to truly align with my highest self in every situation i step into.
if i don’t think i can do that bc my heart doesn’t want to be there, then i won’t go!!
if i commit to something, i want to bring the light, the joy, the fun, the goodness inside of me and soak in the goodness of others.
when you raise your vibration, inevitably the vibration around you rises.
i’m not saying fake being happy when you’re not, because that wouldn’t be authentic either. but sometimes showing up as your truest self means being vulnerable and open about WHY you’re not feeling your best.
in doing so, you’ll give others permission to do the same.
you’ll also give them permission to rise up and align with their highest self in order to help you do the same.
this is earth school, people. it’s not easy but there’s no flunking. the only way to go is UP!! 💗
what’s bringing you joy today? i’ll start... my 6am beach dance in the ocean 🌊!! #soulonfire #tbbmademedoit #tbbtravels",247,5509,thebalancedblonde
B2SN-OzDQI_,https://instagram.fclj2-1.fna.fbcdn.net/vp/75bdd757107a765ef24463b4cd922db8/5E064A18/t51.2885-15/e35/p1080x1080/69686895_2616912635027396_4158859952373364553_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=108,"Because todays just one of those days where I sure could use a cookie 🍪 ⁣
⁣
These Banana Nut Pulp Cookies could be yours too, with only a few simple ingredients + easy steps 😉 Tap the link in my bio or head over to https://frommybowl.com/banana-almond-pulp-cookies-vegan-grain-free/ to get the full recipe deets! #FromMyBowl",52,4755,frommybowl
B2SVyxcAtgk,https://instagram.fclj2-1.fna.fbcdn.net/vp/fa82e1a388bbd46a20c8cec879769c03/5D84681E/t51.2885-15/e15/c0.280.720.720a/s640x640/67589985_430892341106532_6040792061662482496_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=100,"Today we are taking you grocery shopping with us + sharing some ideas for recipes we make with what we picked up. We hope you enjoy this video :) - All of the recipes mentioned in this video are available on sweetsimplevegan.com -
⋇ Vegan Fridge Tour: https://www.youtube.com/watch?v=msqJ1qbEf9M
⋇ Vegan Pantry Tour: https://www.youtube.com/watch?v=1yxRNzsu1Rk
⋇ Tips for Storing Produce: https://www.youtube.com/watch?v=4doYb2d2sTg
⋇ Check out Imperfect Produce for $10 off: http://imprfct.us/v/jasmine_72
⋇ Baked Ranch Kale Chips (Oil-Free): http://bit.ly/SSV-Baked-Ranch-Kale-Chips ⋇ Sushi Sandwiches: https://youtube.com/watch?v=gSPtwJqIV20
⋇ Vegan Broccoli Cheddar Soup: http://bit.ly/SSV-Broccoli-Cheddar-Soup
⋇ Vegan on A Budget Video: https://www.youtube.com/watch?v=X2cRHUkaq6U
⋇ Liv B's Cookbook: https://amzn.to/2HSriXx
⋇ Breakfast Potatoes: http://bit.ly/SSV-Breakfast-Potatoes
⋇ Date Caramel: http://bit.ly/SSV-Date-Caramel
⋇ Tortilla Soup: http://bit.ly/SSV-Tortilla-Soup
⋇ Sweet Simple (Instant Pot) Beans: http://bit.ly/Instant-Pot-Beans
⋇ Broccoli Cheddar Baked Potatoes: http://bit.ly/SSV-Broccoli-Cheddar-Potatoes
⋇ Sushi Casserole: http://bit.ly/SSV-Sushi-Casserole
⋇ Collard Burritos: https://youtube.com/watch?v=gSPtwJqIV20
⋇ Vegan Cuts Snack Box: http://caurl.co/r/44y9e/gd1g
⋇ Chia Jam: http://bit.ly/SSV-Chia-Seed-Jam
⋇ Nut-Free Pesto: http://bit.ly/SSV-Nut-Free-Pesto
⋇ Avocado Pesto Pasta: http://bit.ly/SSV-Avocado-Pesto-Pasta
⋇ Pasta e Fagioli: http://bit.ly/SSV-Pasta-Fagioli
⋇ Spanish Rice: http://bit.ly/SSV-Easy-Spanish-Rice
⋇ Homemade Hummus: http://bit.ly/SSV-The-Best-Hummus-Recipe",31,1549,sweetsimplevegan
B2SXJQUFO8_,https://instagram.fclj2-1.fna.fbcdn.net/vp/76780dcec46705a157ee57343d2de140/5E0995E0/t51.2885-15/e35/p1080x1080/68951932_451941008741770_522168402883911383_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=110,"Mid-Week Crush = Wing Night. Smoked, Saucy, Handheld Deliciousness. Hell Yes! Happy Wednesday friends. @traegergrills #TraegerCulinary (Recipe In My Cookbook) 🤘🌶",132,10983,dennistheprescott
B2SZbezHzm2,https://instagram.fclj2-1.fna.fbcdn.net/vp/d9cf1d74e67a20a1c84f7541e5aaf4a4/5DFB2A0A/t51.2885-15/fr/e15/p1080x1080/70513349_161512538330200_3497140960967655354_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=104,"If you love tacos, you’ll love tostadas. 👏 Tostadas are basically flat tacos with a crispy tortilla base. This crispy bean tostada recipe comes from my friend Maria’s new book, the Two Peas & Their Pod Cookbook. I knew this recipe would be great because these tostadas share all of the same qualities of a great taco: something hearty (refried beans), something creamy (avocado), something crisp (shredded cabbage and jicama), something tangy (pickled onions), and lots of fresh flavors. It's quick and easy, too! 🎉💃🏻✨⁠
⁠
Check out this @twopeasandpod recipe from #twopeascookbook at cookieandkate.com! Up on the homepage today, or click the link in my bio! #twopeasandtheirpod#cookieandkate #vegetarian #glutenfree #tostadas #mexicanfood #eeeeeats #feedfeed #delicious #f52grams #huffposttaste #yahoofood #buzzfeast #f52grams #todayfood ⁠",45,2492,cookieandkate
B2SwxzXCON9,https://instagram.fclj2-1.fna.fbcdn.net/vp/75a2bcfae7e5202cf39272280fbac750/5E05AAA0/t51.2885-15/e35/71001758_124055995629661_924185887254199216_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=1,Tonight I’m on the Daily Show with the great @trevornoah !@thedailyshow. Photo: @imseangallagher,4116,681466,gretathunberg
B2T-kN6Hlv-,https://instagram.fclj2-1.fna.fbcdn.net/vp/e8b120b94f17ffdaeaa4a730099b1e4d/5DFFA1F9/t51.2885-15/e35/69817084_1227430250791780_4140083162146925570_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=104,"A less photographed corner of the kitchen, with a stool where hubby often sit while waiting to be fed. ⁣
⁣•⁣⁣⁣
⁣⁣⁣⁣•⁣⁣⁣⁣
⁣⁣⁣⁣•⁣⁣⁣⁣
⁣⁣⁣⁣•⁣⁣⁣⁣
⁣⁣⁣⁣•⁣⁣⁣⁣
⁣⁣⁣⁣#homedecor #decor #homedesign #interior #interiors #decoration #instahome #homestyle #instadecor #homesweethome #interiordecor #furniture #interiorstyling #interior4all #homedecoration #homestyling #instadesign #interior123 #livingroom #homeinterior #bedroom #arquitetura #decorating #interiores #kitchen #interiorinspiration #decoracao #decoração #house #remodelista",39,2550,ladyandpups
B2TW9DAgqB-,https://instagram.fclj2-1.fna.fbcdn.net/vp/1c946cdd0e73103d1e0cc61d81513035/5E1D76D7/t51.2885-15/e35/s1080x1080/68879357_199921664333410_2647364327825760885_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=110,"Celebrating the 🍯 & 🥛 of NSW.
.
Bees by the sea.
.
Fromage Blanc sorbet. Spiced mead gel. Honey whipped cream. Honey butter cookies. Nori honey caramel.
.
Come see what the buzz is about. Land & Sea - NSW menu is on now.
.
👨‍🍳 : @nellyjrobinson 📸: @colebennetts",0,469,nelrestaurant
B2U2lfJDVHE,https://instagram.fclj2-1.fna.fbcdn.net/vp/52cef245ec47a02213650018e74ff93f/5E3AB7FE/t51.2885-15/e35/p1080x1080/69490400_379467029652590_2534129036036348385_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=102,"My latest food obsession? Grilling 🔥 It’s quick, pretty dang easy, and leaves the most delicious char on plant proteins and grilled veggies 😋 I grabbed a pack of @LightlifeFoods plant-based Bratwursts from @newseasonsmarket to cook alongside some veggie skewers and it was the perfect 20 minute meal 🙌🏼 Each sausage has 17g of protein and it made with a traditional combination of herbs and spices to taste like a classic brat! ⁣
⁣
This is more of a non-recipe than a recipe, but here’s what ya need 👉🏼heat your grill or grill pan and generously coat it in some high-heat oil, like coconut or avocado. Place your sausages and veggie skewers (load em’ up with whatever you want!) on the grill, rotating every 3 to 5 minutes to create grill marks. Serve and enjoy! 🍴 ⁣
⁣
Head over to my stories for more BTS and for a link to find these plant-based Bratwursts near you! But before you go, tell me your favorite veggie to grill in the comments below 🥕🥑🍆🌶🌽 #ad #SurpriseYourself #FromMyBowl #LightlifeFoods",25,3290,frommybowl
B2UBjZAAGDL,https://instagram.fclj2-1.fna.fbcdn.net/vp/118cec0ffb19d600147da9a4c28f28fb/5D84DCAA/t51.2885-15/sh0.08/e35/s640x640/70389551_422468005046115_1033103376760011507_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=103,"NEW💫Vegan Chocolate Protein Pudding, TWO WAYS✌🏻🍫🍓! With a base of either black beans or cashews, this pudding is RICH, creamy, and oh-so-CHOCOLATE-Y🍫😋. A healthier dessert option with just 6 ingredients required // get the LINK in our bio! #plantbased #pudding #healthydessert",232,10685,minimalistbaker
B2UJgENHaqP,https://instagram.fclj2-1.fna.fbcdn.net/vp/892bc95ed1a2ca848faac9f351c5f6bc/5DF945C7/t51.2885-15/e35/68958214_517717822317838_6589157822459029348_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=110,"👗✊ ""I want to be a fashion designer"" is a statement I've clung to since I was a child. But now, there's this big bad phrase that seeps into every thought and idea I ever have... CLIMATE EMERGENCY.⁣
⁣
In what I suppose is a rather pivotal piece in my both activism and online journey (link in my bio), I've written about why I'm questioning whether to let go of my childhood dream and why I believe that @londonfashionweek needs re-evaluating.⁣
⁣
If someone were to ask me now, ""Do you want to be a fashion designer?"", my answer would undoubtedly begin with the words, ""Yes, but...""⁣
⁣
In my opinion, those who have criticised @xr.boycottfashion @xrfashionaction's plans to disrupt London Fashion Week are missing a certain mindset that enables you to see past creativity and truly understand the crisis we are facing. And to say fast-fashion is the main issue, ignores how intrinsically linked LFW is to fast-fashion itself, with the British Fashion Council being supported by the likes of Arcadia Group (who own Topshop). ⁣
⁣
In an interview for Channel 4 News, Margaret Atwood just suggested that the ""Extinction Rebellion teenagers"" will be the ones who bring about change. Therefore, I am proud to be protesting against the industry which I spent my childhood wanting to break into. ⁣
⁣
Thoughts? Take a read of my full post and leave a comment. ✊👗⁣
⁣
#extinctionrebellion #xrboycottfashion #boycottfashion #sustainableactivist #fashiondesign #lfwss20 #lfw #londonfashionweek #fashionisecocide #rebelforlife #nyfw #noclothesonadeadplanet #childhooddream #xryouth #sustainablefashion #ethicalfashion #teenblogger #aspiringdesigner #britishfashioncouncil",22,999,tollydollyposh
B2UL46Ng7TY,https://instagram.fclj2-1.fna.fbcdn.net/vp/1c8b7ef847ec987acc9863df03a9405d/5D84436E/t51.2885-15/sh0.08/e35/c0.312.1125.1125a/s640x640/67559417_2325387707724866_4611410457514400102_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=102,"It’s been almost 5 years that I’ve been shooting food and I love experimenting with different devices and cameras💫. I got my hands on the #OPPOReno2 Series and completely enjoyed exploring the camera, the #UltraDarkMode and the #UltraSteadyVideo Mode. 
OPPO Reno2 Series has 48MP, Quadcam with #20xZoom, 8GB RAM + 256GB ROM, Bokeh Effect Video. I hope these food photography tips help you take even better pictures of your food! @oppomobileindia #bakewithshivesh #bakewithshiveshTV #food #photography #tips",86,2078,shivesh17
B2URJp1g5ff,https://instagram.fclj2-1.fna.fbcdn.net/vp/a61e9392180880c9d0116649a67ac0f3/5D84C5AE/t51.2885-15/sh0.08/e35/s640x640/69805024_2442253426056710_948200251208312798_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=102,"Pourin’ the syrup!
-
#foodphotography #instafood #foodstagram #nomnom #bts #motion #sony #directing #artdirection #advertising #foodstyling #foodporn #breakfast #pancakes #foodie",1,135,stevehansenimages
B2UT0CQD0gh,https://instagram.fclj2-1.fna.fbcdn.net/vp/a4757b687369d690f8c277275e0721ff/5E1DC666/t51.2885-15/e35/p1080x1080/71317210_946768758989280_1651286685148323289_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=100,Spicy ramen soup kind of evening 🥰🥰🥰 On the app 🌱,171,13832,deliciouslyella
B2UVVKchgtk,https://instagram.fclj2-1.fna.fbcdn.net/vp/44f27d63727dd689a61aff45d568e059/5E1F146E/t51.2885-15/e35/p1080x1080/69230285_656736914819101_2073378054648862578_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=101,Fresh flowers in Autumn keep my soul with a hangover of summer spirit. 🌼,16,812,blueollis
B2UWxTcAAII,https://instagram.fclj2-1.fna.fbcdn.net/vp/b3cd4230ad730f75292ea170bf6a5503/5E0AAB86/t51.2885-15/e35/p1080x1080/70909586_161382044978421_3965973299331853695_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=109,"Be where you are🤞🏽🍭 you know one thing I realize to be truer than true the older I get? Life will never stop surprising you ~ just as you think you know what’s going on you’re kids get older, jobs change, maybe you graduate from school, maybe your health changes, a friend moves, new friends come, new life comes, you change, situations change, accidents happen, miracles happen,  there will be challenges to over come, goals strived for, triumphs to celebrate, heart aches to heal, love to feel, moments you wish you could cling on to forever. There’s going to be good times and there’s going to be hard times and what I know for-sure is every moment is worth living. Lessons learned will make us stronger, feeling your feelings will make you softer, and being true to your self and your now will make your life unique and special to you! Finding myself needing this reminder today, to just step back, breathe in the moments, let my mind forget about my to do list more often, but enjoy the list too when that happens, and just be and feel these moments right now! Life’s to dang precious not to! hope ya don’t mind me journaling openly😌 PS how merman is Shem rn! 🧜🏾‍♂️ ya you )💙",198,34690,earthyandy
B2UdiWnoZA3,https://instagram.fclj2-1.fna.fbcdn.net/vp/4ede53cb8f187c496d36cf1c5e1c854b/5D843EB4/t51.2885-15/sh0.08/e35/c0.280.720.720a/s640x640/69113836_155195222225857_32382115240007203_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=101,"My perspective on how I personally think about goals & how to NOT make it a NEGATIVE experience!😭
I've set unrealistic goals and been let down many times until I learned that it wasn’t the approach for me... How do you think about goal-setting?👇🏼",27,945,jonvenus
B2Ug70losyy,https://instagram.fclj2-1.fna.fbcdn.net/vp/2280eaed399b31da16e9dda050f7cf85/5DF99DAE/t51.2885-15/e35/p1080x1080/69424527_152285575864881_7178339418736650624_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=109,"Was craving something with halloumi & mushrooms for dinner today, so I made these spinach crêpes with creamy, garlicky mushrooms, basil & crispy halloumi chunks from the blog archive 💚 Also added a bunch of chickpeas and some grated carrots that I had lying around 👌🏼 The recipe link is in my bio if you wanna make ’em!",35,1061,cashewkitchen
B2Uo7VZlzUw,https://instagram.fclj2-1.fna.fbcdn.net/vp/04f3251399ab8660f12d5703cef2da46/5D855C9E/t51.2885-15/sh0.08/e35/c0.90.720.720a/s640x640/70039727_132106874746480_8705424216327961989_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=104,"what a real hawaiian yoga flow looks like... dips in the ocean, in sync flows, and sandy kisses from my love. oh & him stealing all my snacks, as usual!! but for real can you guys believe i am flowing again? IN THIS SETTING? 😭 to feel my body regaining strength after so long of being unable to move is truly the biggest blessing in the world. i am so excited to have partnered with @larabar, a true mind, body, soul brand that only uses REAL FOOD ingredients. i’ve been eating their bars pretty much daily since my early days as a vegan 8 years ago.. no joke!! i am attending a special yoga class in LA on 9/29 with them and @pandora and i want you to come hang with us (and get TBB squeezes). RSVP at the linktree in my bio, and do it quick bc space is limited. also... what sets your soul on fire the most? because for me it’s definitely this. right here. with him. 😘 song by the amazing @trevorhallmusic 💗 #tbbmademedoit #soulonfire #ad #foodmadefromfood",183,2577,thebalancedblonde
B2UpSOGFNP7,https://instagram.fclj2-1.fna.fbcdn.net/vp/47ad833057ec850468eefdd53ffad08d/5E3BD11A/t51.2885-15/e35/69565453_1374531822693970_8597683673738700239_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=110,"Vegan cookie dough Ben and Jerry’s coming to the UK 😭😭😭😭 Like, can this happen immediately pls? 🍨🍪🍦 @benandjerrysuk 📷: via @vegan_food_uk // @veganuponhull",0,4504,accidentallyveganuk
